product,division,product_family,product_subfamily,product_type,quality_tier,quality_score,generation,strategic_role,name,base_price,base_cost,base_demand,variable_sell_pct,fixed_prod_pct,portfolio_penetration,successor,initial_active,catalog_rank
EV-EXP-FOR-E,Events,Customer Experience,Market Events,Innovation Forum,Essential,1,G2,Volume,Aureon Innovation Forum Essential,156334.46,64347.27,0.106,0.0702,0.05225,0.58,,True,4
EV-EXP-FOR-P,Events,Customer Experience,Market Events,Innovation Forum,Professional,2,G2,Core,Aureon Innovation Forum Professional,200428.8,98210.11,0.0828,0.065,0.055,0.48,,True,5
EV-EXP-FOR-X,Events,Customer Experience,Market Events,Innovation Forum,Premium,3,G2,Premium,Aureon Innovation Forum Premium,296634.62,177328.18,0.0513,0.0598,0.0605,0.34,,True,6
EV-EXP-USR-E,Events,Customer Experience,Customer Events,User Conference,Essential,1,G2,Volume,Aureon User Conference Essential,166856.98,71082.07,0.0986,0.0702,0.05225,0.58,,True,1
EV-EXP-USR-P,Events,Customer Experience,Customer Events,User Conference,Professional,2,G2,Core,Aureon User Conference Professional,213919.2,108489.12,0.077,0.065,0.055,0.48,,True,2
EV-EXP-USR-X,Events,Customer Experience,Customer Events,User Conference,Premium,3,G2,Premium,Aureon User Conference Premium,316600.42,195887.96,0.0477,0.0598,0.0605,0.34,,True,3
EV-EXP-DEM-E,Events,Customer Experience,Customer Events,Demonstration Center,Essential,1,G2,Volume,Aureon Demonstration Center Essential,177379.49,78120.06,0.0911,0.0702,0.05225,0.58,,True,4
EV-EXP-DEM-P,Events,Customer Experience,Customer Events,Demonstration Center,Professional,2,G2,Core,Aureon Demonstration Center Professional,227409.6,119230.85,0.0712,0.065,0.055,0.48,,True,5
EV-EXP-DEM-X,Events,Customer Experience,Customer Events,Demonstration Center,Premium,3,G2,Premium,Aureon Demonstration Center Premium,336566.21,215283.23,0.0441,0.0598,0.0605,0.34,,True,6
EV-MNG-PRT-E,Events,Managed Programs,Partner Programs,Partner Summit,Essential,1,G2,Volume,Aureon Partner Summit Essential,101626.51,40365.44,0.1607,0.0702,0.05225,0.58,,True,1
EV-MNG-PRT-P,Events,Managed Programs,Partner Programs,Partner Summit,Professional,2,G2,Core,Aureon Partner Summit Professional,130290.4,61607.82,0.1255,0.065,0.055,0.48,,True,2
EV-MNG-PRT-X,Events,Managed Programs,Partner Programs,Partner Summit,Premium,3,G2,Premium,Aureon Partner Summit Premium,192829.79,111239.07,0.0778,0.0598,0.0605,0.34,,True,3
EV-MNG-CUS-E,Events,Managed Programs,Partner Programs,Customer Council,Essential,1,G2,Volume,Aureon Customer Council Essential,108960.38,44848.09,0.1501,0.0702,0.05225,0.58,,True,4
EV-MNG-CUS-P,Events,Managed Programs,Partner Programs,Customer Council,Professional,2,G2,Core,Aureon Customer Council Professional,139692.8,68449.47,0.1173,0.065,0.055,0.48,,True,5
EV-MNG-CUS-X,Events,Managed Programs,Partner Programs,Customer Council,Premium,3,G2,Premium,Aureon Customer Council Premium,206745.34,123592.37,0.0727,0.0598,0.0605,0.34,,True,6
EV-MNG-RDS-E,Events,Managed Programs,Field Programs,Regional Roadshow,Essential,1,G2,Volume,Aureon Regional Roadshow Essential,116294.26,49542.05,0.1396,0.0702,0.05225,0.58,,True,1
EV-MNG-RDS-P,Events,Managed Programs,Field Programs,Regional Roadshow,Professional,2,G2,Core,Aureon Regional Roadshow Professional,149095.2,75613.63,0.1091,0.065,0.055,0.48,,True,2
EV-MNG-RDS-X,Events,Managed Programs,Field Programs,Regional Roadshow,Premium,3,G2,Premium,Aureon Regional Roadshow Premium,220660.9,136527.97,0.0676,0.0598,0.0605,0.34,,True,3
EV-MNG-CERT-E,Events,Managed Programs,Field Programs,Certification Roadshow,Essential,1,G2,Volume,Aureon Certification Roadshow Essential,123628.13,54447.31,0.1291,0.0702,0.05225,0.58,,True,4
EV-MNG-CERT-P,Events,Managed Programs,Field Programs,Certification Roadshow,Professional,2,G2,Core,Aureon Certification Roadshow Professional,158497.6,83100.29,0.1009,0.065,0.055,0.48,,True,5
EV-MNG-CERT-X,Events,Managed Programs,Field Programs,Certification Roadshow,Premium,3,G2,Premium,Aureon Certification Roadshow Premium,234576.45,150045.89,0.0625,0.0598,0.0605,0.34,,True,6
SP-MOD-IO-E,Spare Parts,Control Modules,Electronic Boards,I/O Board,Essential,1,G1 Legacy,Harvest,Aureon I/O Board Essential,1278.35,741.44,8.76,0.081,0.03325,0.58,SP-MOD-IO-E-NXT,True,1
SP-MOD-IO-E-NXT,Spare Parts,Control Modules,Electronic Boards,I/O Board,Essential,1,G3,Growth,Aureon I/O Board NextGen Essential,1380.62,563.5,9.8112,0.081,0.03325,0.6599999999999999,,False,2
SP-MOD-IO-P,Spare Parts,Control Modules,Electronic Boards,I/O Board,Professional,2,G2,Core,Aureon I/O Board Professional,1638.91,743.33,6.8437,0.075,0.035,0.48,,True,3
SP-MOD-IO-X,Spare Parts,Control Modules,Electronic Boards,I/O Board,Premium,3,G2,Premium,Aureon I/O Board Premium,2425.59,1342.15,4.2431,0.069,0.0385,0.34,,True,4
SP-MOD-CPU-E,Spare Parts,Control Modules,Electronic Boards,Processor Board,Essential,1,G2,Volume,Aureon Processor Board Essential,1370.6,541.11,8.1869,0.081,0.03325,0.58,,True,5
SP-MOD-CPU-P,Spare Parts,Control Modules,Electronic Boards,Processor Board,Professional,2,G2,Core,Aureon Processor Board Professional,1757.18,825.88,6.396,0.075,0.035,0.48,,True,6
SP-MOD-CPU-X,Spare Parts,Control Modules,Electronic Boards,Processor Board,Premium,3,G2,Premium,Aureon Processor Board Premium,2600.63,1491.2,3.9655,0.069,0.0385,0.34,,True,7
SP-MOD-PWR-E,Spare Parts,Control Modules,Power & Relay,Power Module,Essential,1,G2,Volume,Aureon Power Module Essential,1462.86,597.75,7.6138,0.081,0.03325,0.58,,True,1
SP-MOD-PWR-P,Spare Parts,Control Modules,Power & Relay,Power Module,Professional,2,G2,Core,Aureon Power Module Professional,1875.46,912.32,5.9483,0.075,0.035,0.48,,True,2
SP-MOD-PWR-X,Spare Parts,Control Modules,Power & Relay,Power Module,Premium,3,G2,Premium,Aureon Power Module Premium,2775.67,1647.28,3.6879,0.069,0.0385,0.34,,True,3
SP-MOD-REL-E,Spare Parts,Control Modules,Power & Relay,Relay Module,Essential,1,G2,Volume,Aureon Relay Module Essential,1555.11,656.93,7.0407,0.081,0.03325,0.58,,True,4
SP-MOD-REL-P,Spare Parts,Control Modules,Power & Relay,Relay Module,Professional,2,G2,Core,Aureon Relay Module Professional,1993.73,1002.65,5.5006,0.075,0.035,0.48,,True,5
SP-MOD-REL-X,Spare Parts,Control Modules,Power & Relay,Relay Module,Premium,3,G2,Premium,Aureon Relay Module Premium,2950.72,1810.38,3.4103,0.069,0.0385,0.34,,True,6
SP-KIT-PRE-E,Spare Parts,Maintenance Kits,Preventive Kits,Preventive Maintenance Kit,Essential,1,G2,Volume,Aureon Preventive Maintenance Kit Essential,818.94,312.0,15.0492,0.081,0.03325,0.58,,True,1
SP-KIT-PRE-P,Spare Parts,Maintenance Kits,Preventive Kits,Preventive Maintenance Kit,Professional,2,G2,Core,Aureon Preventive Maintenance Kit Professional,1049.93,476.19,11.7572,0.075,0.035,0.48,,True,2
SP-KIT-PRE-X,Spare Parts,Maintenance Kits,Preventive Kits,Preventive Maintenance Kit,Premium,3,G2,Premium,Aureon Preventive Maintenance Kit Premium,1553.89,859.82,7.2894,0.069,0.0385,0.34,,True,3
SP-KIT-CAL-E,Spare Parts,Maintenance Kits,Preventive Kits,Calibration Kit,Essential,1,G2,Volume,Aureon Calibration Kit Essential,878.04,346.65,14.0646,0.081,0.03325,0.58,,True,4
SP-KIT-CAL-P,Spare Parts,Maintenance Kits,Preventive Kits,Calibration Kit,Professional,2,G2,Core,Aureon Calibration Kit Professional,1125.7,529.08,10.988,0.075,0.035,0.48,,True,5
SP-KIT-CAL-X,Spare Parts,Maintenance Kits,Preventive Kits,Calibration Kit,Premium,3,G2,Premium,Aureon Calibration Kit Premium,1666.03,955.3,6.8126,0.069,0.0385,0.34,,True,6
SP-KIT-OVR-E,Spare Parts,Maintenance Kits,Overhaul Kits,Overhaul Kit,Essential,1,G2,Volume,Aureon Overhaul Kit Essential,937.14,382.93,13.0801,0.081,0.03325,0.58,,True,1
SP-KIT-OVR-P,Spare Parts,Maintenance Kits,Overhaul Kits,Overhaul Kit,Professional,2,G2,Core,Aureon Overhaul Kit Professional,1201.46,584.45,10.2188,0.075,0.035,0.48,,True,2
SP-KIT-OVR-X,Spare Parts,Maintenance Kits,Overhaul Kits,Overhaul Kit,Premium,3,G2,Premium,Aureon Overhaul Kit Premium,1778.17,1055.29,6.3357,0.069,0.0385,0.34,,True,3
SP-KIT-SAF-E,Spare Parts,Maintenance Kits,Overhaul Kits,Safety Service Kit,Essential,1,G2,Volume,Aureon Safety Service Kit Essential,996.24,420.85,12.0956,0.081,0.03325,0.58,,True,4
SP-KIT-SAF-P,Spare Parts,Maintenance Kits,Overhaul Kits,Safety Service Kit,Professional,2,G2,Core,Aureon Safety Service Kit Professional,1277.23,642.32,9.4497,0.075,0.035,0.48,,True,5
SP-KIT-SAF-X,Spare Parts,Maintenance Kits,Overhaul Kits,Safety Service Kit,Premium,3,G2,Premium,Aureon Safety Service Kit Premium,1890.3,1159.77,5.8588,0.069,0.0385,0.34,,True,6
SP-INT-NET-E,Spare Parts,Interface Components,Network Interfaces,Network Interface,Essential,1,G2,Volume,Aureon Network Interface Essential,938.79,357.66,11.7923,0.081,0.03325,0.58,,True,1
SP-INT-NET-P,Spare Parts,Interface Components,Network Interfaces,Network Interface,Professional,2,G2,Core,Aureon Network Interface Professional,1203.58,545.88,9.2127,0.075,0.035,0.48,,True,2
SP-INT-NET-X,Spare Parts,Interface Components,Network Interfaces,Network Interface,Premium,3,G2,Premium,Aureon Network Interface Premium,1781.29,985.64,5.7119,0.069,0.0385,0.34,,True,3
SP-INT-USB-E,Spare Parts,Interface Components,Network Interfaces,Service Interface,Essential,1,G2,Volume,Aureon Service Interface Essential,1006.54,397.38,11.0208,0.081,0.03325,0.58,,True,4
SP-INT-USB-P,Spare Parts,Interface Components,Network Interfaces,Service Interface,Professional,2,G2,Core,Aureon Service Interface Professional,1290.43,606.5,8.61,0.075,0.035,0.48,,True,5
SP-INT-USB-X,Spare Parts,Interface Components,Network Interfaces,Service Interface,Premium,3,G2,Premium,Aureon Service Interface Premium,1909.84,1095.1,5.3382,0.069,0.0385,0.34,,True,6
SP-INT-DSP-E,Spare Parts,Interface Components,User Interfaces,Display Interface,Essential,1,G2,Volume,Aureon Display Interface Essential,1074.28,438.97,10.2493,0.081,0.03325,0.58,,True,1
SP-INT-DSP-P,Spare Parts,Interface Components,User Interfaces,Display Interface,Professional,2,G2,Core,Aureon Display Interface Professional,1377.29,669.98,8.0073,0.075,0.035,0.48,,True,2
SP-INT-DSP-X,Spare Parts,Interface Components,User Interfaces,Display Interface,Premium,3,G2,Premium,Aureon Display Interface Premium,2038.39,1209.72,4.9645,0.069,0.0385,0.34,,True,3
SP-INT-CNX-E,Spare Parts,Interface Components,User Interfaces,Connector Set,Essential,1,G1 Legacy,Harvest,Aureon Connector Set Essential,1142.03,662.38,9.4779,0.081,0.03325,0.58,SP-INT-CNX-E-NXT,True,4
SP-INT-CNX-E-NXT,Spare Parts,Interface Components,User Interfaces,Connector Set,Essential,1,G3,Growth,Aureon Connector Set NextGen Essential,1233.39,503.41,10.6152,0.081,0.03325,0.6599999999999999,,False,5
SP-INT-CNX-P,Spare Parts,Interface Components,User Interfaces,Connector Set,Professional,2,G2,Core,Aureon Connector Set Professional,1464.14,736.32,7.4046,0.075,0.035,0.48,,True,6
SP-INT-CNX-X,Spare Parts,Interface Components,User Interfaces,Connector Set,Premium,3,G2,Premium,Aureon Connector Set Premium,2166.93,1329.5,4.5909,0.069,0.0385,0.34,,True,7
SP-MEC-DRV-E,Spare Parts,Mechanical Parts,Drive Components,Drive Assembly,Essential,1,G2,Volume,Aureon Drive Assembly Essential,1048.65,399.52,10.3323,0.081,0.03325,0.58,,True,1
SP-MEC-DRV-P,Spare Parts,Mechanical Parts,Drive Components,Drive Assembly,Professional,2,G2,Core,Aureon Drive Assembly Professional,1344.42,609.76,8.0721,0.075,0.035,0.48,,True,2
SP-MEC-DRV-X,Spare Parts,Mechanical Parts,Drive Components,Drive Assembly,Premium,3,G2,Premium,Aureon Drive Assembly Premium,1989.74,1100.99,5.0047,0.069,0.0385,0.34,,True,3
SP-MEC-FAN-E,Spare Parts,Mechanical Parts,Drive Components,Cooling Fan,Essential,1,G2,Volume,Aureon Cooling Fan Essential,1124.32,443.88,9.6563,0.081,0.03325,0.58,,True,4
SP-MEC-FAN-P,Spare Parts,Mechanical Parts,Drive Components,Cooling Fan,Professional,2,G2,Core,Aureon Cooling Fan Professional,1441.44,677.48,7.544,0.075,0.035,0.48,,True,5
SP-MEC-FAN-X,Spare Parts,Mechanical Parts,Drive Components,Cooling Fan,Premium,3,G2,Premium,Aureon Cooling Fan Premium,2133.33,1223.25,4.6773,0.069,0.0385,0.34,,True,6
SP-MEC-HSG-E,Spare Parts,Mechanical Parts,Enclosures,Housing Kit,Essential,1,G2,Volume,Aureon Housing Kit Essential,1200.0,490.34,8.9804,0.081,0.03325,0.58,,True,1
SP-MEC-HSG-P,Spare Parts,Mechanical Parts,Enclosures,Housing Kit,Professional,2,G2,Core,Aureon Housing Kit Professional,1538.46,748.38,7.0159,0.075,0.035,0.48,,True,2
SP-MEC-HSG-X,Spare Parts,Mechanical Parts,Enclosures,Housing Kit,Premium,3,G2,Premium,Aureon Housing Kit Premium,2276.92,1351.28,4.3499,0.069,0.0385,0.34,,True,3
SP-MEC-COL-E,Spare Parts,Mechanical Parts,Enclosures,Cooling Assembly,Essential,1,G2,Volume,Aureon Cooling Assembly Essential,1275.67,538.89,8.3044,0.081,0.03325,0.58,,True,4
SP-MEC-COL-P,Spare Parts,Mechanical Parts,Enclosures,Cooling Assembly,Professional,2,G2,Core,Aureon Cooling Assembly Professional,1635.48,822.48,6.4878,0.075,0.035,0.48,,True,5
SP-MEC-COL-X,Spare Parts,Mechanical Parts,Enclosures,Cooling Assembly,Premium,3,G2,Premium,Aureon Cooling Assembly Premium,2420.51,1485.08,4.0225,0.069,0.0385,0.34,,True,6
SP-SEC-SEM-E,Spare Parts,Security Components,Secure Electronics,Secure Element,Essential,1,G2,Volume,Aureon Secure Element Essential,1198.45,456.59,8.3107,0.081,0.03325,0.58,,True,1
SP-SEC-SEM-P,Spare Parts,Security Components,Secure Electronics,Secure Element,Professional,2,G2,Core,Aureon Secure Element Professional,1536.48,696.87,6.4928,0.075,0.035,0.48,,True,2
SP-SEC-SEM-X,Spare Parts,Security Components,Secure Electronics,Secure Element,Premium,3,G2,Premium,Aureon Secure Element Premium,2273.99,1258.27,4.0255,0.069,0.0385,0.34,,True,3
SP-SEC-AUT-E,Spare Parts,Security Components,Secure Electronics,Authentication Module,Essential,1,G2,Volume,Aureon Authentication Module Essential,1284.94,507.29,7.767,0.081,0.03325,0.58,,True,4
SP-SEC-AUT-P,Spare Parts,Security Components,Secure Electronics,Authentication Module,Professional,2,G2,Core,Aureon Authentication Module Professional,1647.36,774.26,6.068,0.075,0.035,0.48,,True,5
SP-SEC-AUT-X,Spare Parts,Security Components,Secure Electronics,Authentication Module,Premium,3,G2,Premium,Aureon Authentication Module Premium,2438.09,1398.0,3.7622,0.069,0.0385,0.34,,True,6
SP-SEC-KPD-E,Spare Parts,Security Components,Input Devices,Secure Keypad,Essential,1,G2,Volume,Aureon Secure Keypad Essential,1371.43,560.39,7.2233,0.081,0.03325,0.58,,True,1
SP-SEC-KPD-P,Spare Parts,Security Components,Input Devices,Secure Keypad,Professional,2,G2,Core,Aureon Secure Keypad Professional,1758.24,855.3,5.6432,0.075,0.035,0.48,,True,2
SP-SEC-KPD-X,Spare Parts,Security Components,Input Devices,Secure Keypad,Premium,3,G2,Premium,Aureon Secure Keypad Premium,2602.2,1544.32,3.4988,0.069,0.0385,0.34,,True,3
SP-SEC-SNR-E,Spare Parts,Security Components,Input Devices,Tamper Sensor,Essential,1,G2,Volume,Aureon Tamper Sensor Essential,1457.91,615.88,6.6797,0.081,0.03325,0.58,,True,4
SP-SEC-SNR-P,Spare Parts,Security Components,Input Devices,Tamper Sensor,Professional,2,G2,Core,Aureon Tamper Sensor Professional,1869.12,939.98,5.2185,0.075,0.035,0.48,,True,5
SP-SEC-SNR-X,Spare Parts,Security Components,Input Devices,Tamper Sensor,Premium,3,G2,Premium,Aureon Tamper Sensor Premium,2766.3,1697.23,3.2355,0.069,0.0385,0.34,,True,6
SP-CON-FIL-E,Spare Parts,Consumables,Routine Consumables,Filter Pack,Essential,1,G2,Volume,Aureon Filter Pack Essential,459.41,175.03,18.8676,0.081,0.03325,0.58,,True,1
SP-CON-FIL-P,Spare Parts,Consumables,Routine Consumables,Filter Pack,Professional,2,G2,Core,Aureon Filter Pack Professional,588.98,267.13,14.7403,0.075,0.035,0.48,,True,2
SP-CON-FIL-X,Spare Parts,Consumables,Routine Consumables,Filter Pack,Premium,3,G2,Premium,Aureon Filter Pack Premium,871.7,482.34,9.139,0.069,0.0385,0.34,,True,3
SP-CON-SEL-E,Spare Parts,Consumables,Routine Consumables,Seal Pack,Essential,1,G2,Volume,Aureon Seal Pack Essential,492.56,194.46,17.6333,0.081,0.03325,0.58,,True,4
SP-CON-SEL-P,Spare Parts,Consumables,Routine Consumables,Seal Pack,Professional,2,G2,Core,Aureon Seal Pack Professional,631.49,296.8,13.776,0.075,0.035,0.48,,True,5
SP-CON-SEL-X,Spare Parts,Consumables,Routine Consumables,Seal Pack,Premium,3,G2,Premium,Aureon Seal Pack Premium,934.6,535.9,8.5411,0.069,0.0385,0.34,,True,6
SP-CON-BAT-E,Spare Parts,Consumables,Power & Service,Battery Pack,Essential,1,G2,Volume,Aureon Battery Pack Essential,525.71,214.82,16.399,0.081,0.03325,0.58,,True,1
SP-CON-BAT-P,Spare Parts,Consumables,Power & Service,Battery Pack,Professional,2,G2,Core,Aureon Battery Pack Professional,673.99,327.86,12.8117,0.075,0.035,0.48,,True,2
SP-CON-BAT-X,Spare Parts,Consumables,Power & Service,Battery Pack,Premium,3,G2,Premium,Aureon Battery Pack Premium,997.51,591.99,7.9432,0.069,0.0385,0.34,,True,3
SP-CON-LUB-E,Spare Parts,Consumables,Power & Service,Service Lubricant Pack,Essential,1,G2,Volume,Aureon Service Lubricant Pack Essential,558.87,236.09,15.1646,0.081,0.03325,0.58,,True,4
SP-CON-LUB-P,Spare Parts,Consumables,Power & Service,Service Lubricant Pack,Professional,2,G2,Core,Aureon Service Lubricant Pack Professional,716.5,360.33,11.8474,0.075,0.035,0.48,,True,5
SP-CON-LUB-X,Spare Parts,Consumables,Power & Service,Service Lubricant Pack,Premium,3,G2,Premium,Aureon Service Lubricant Pack Premium,1060.41,650.6,7.3454,0.069,0.0385,0.34,,True,6
