month,entity,division,account,journal_id,journal_type,debit,credit,component,movement,evidence_basis,customer,product,counterparty,description,cash_flow_category
2026-08,ES01,Spare Parts,2100_AP,VARSELL-2026-08-00708-ES01,variable_selling,0.0,605.6,Payables,-605.6,Posted GL movement; not an invoice settlement allocation,C032,"<bound method Series.prod of month                                                    2026-08
entity                                                      ES01
division                                             Spare Parts
customer                                                    C032
customer_segment                                            Core
product                                             SP-CON-BAT-P
product_family                                       Consumables
product_subfamily                                Power & Service
product_type                                        Battery Pack
quality_tier                                        Professional
generation                                                    G2
strategic_role                                              Core
quantity                                                    11.0
unit_price                                              734.0613
revenue                                                  8074.67
variable_production_cost                                 3814.24
variable_selling_cost                                      605.6
fixed_production_cost                                     282.61
marginal_contribution                                    3654.84
gross_profit                                             3372.22
opex                                                  860.650387
ebit_before_dep                                      2511.569613
source_factory                                              CZ01
management_action_count                                        0
management_action_price_uplift_pct                           0.0
management_action_volume_uplift_pct                          0.0
management_action_variable_cost_reduction_pct                0.0
management_action_opex_reduction_pct                         0.0
management_action_revenue_impact                             0.0
management_action_gross_profit_impact                        0.0
management_action_opex_impact                                0.0
management_action_ebit_impact                                0.0
personnel_cost_allocated                              618.410387
workforce_opening_fte_allocated                         0.088816
workforce_hires_allocated                               0.000109
workforce_attrition_allocated                           0.000814
workforce_ending_fte_allocated                           0.08811
workforce_average_fte_allocated                         0.088463
non_people_opex_before_actions                            242.24
non_people_opex                                           242.24
Name: 708, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,ES01,Spare Parts,2100_AP,OPEX-2026-08-00708-ES01,opex,0.0,242.24,Payables,-242.24,Posted GL movement; not an invoice settlement allocation,C032,"<bound method Series.prod of month                                                    2026-08
entity                                                      ES01
division                                             Spare Parts
customer                                                    C032
customer_segment                                            Core
product                                             SP-CON-BAT-P
product_family                                       Consumables
product_subfamily                                Power & Service
product_type                                        Battery Pack
quality_tier                                        Professional
generation                                                    G2
strategic_role                                              Core
quantity                                                    11.0
unit_price                                              734.0613
revenue                                                  8074.67
variable_production_cost                                 3814.24
variable_selling_cost                                      605.6
fixed_production_cost                                     282.61
marginal_contribution                                    3654.84
gross_profit                                             3372.22
opex                                                  860.650387
ebit_before_dep                                      2511.569613
source_factory                                              CZ01
management_action_count                                        0
management_action_price_uplift_pct                           0.0
management_action_volume_uplift_pct                          0.0
management_action_variable_cost_reduction_pct                0.0
management_action_opex_reduction_pct                         0.0
management_action_revenue_impact                             0.0
management_action_gross_profit_impact                        0.0
management_action_opex_impact                                0.0
management_action_ebit_impact                                0.0
personnel_cost_allocated                              618.410387
workforce_opening_fte_allocated                         0.088816
workforce_hires_allocated                               0.000109
workforce_attrition_allocated                           0.000814
workforce_ending_fte_allocated                           0.08811
workforce_average_fte_allocated                         0.088463
non_people_opex_before_actions                            242.24
non_people_opex                                           242.24
Name: 708, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,ES01,Spare Parts,1100_AR,SALE-2026-08-00709-ES01,sale,7803.6,0.0,Receivables,7803.6,Posted GL movement; not an invoice settlement allocation,C032,"<bound method Series.prod of month                                                           2026-08
entity                                                             ES01
division                                                    Spare Parts
customer                                                           C032
customer_segment                                                   Core
product                                                    SP-CON-LUB-P
product_family                                              Consumables
product_subfamily                                       Power & Service
product_type                                     Service Lubricant Pack
quality_tier                                               Professional
generation                                                           G2
strategic_role                                                     Core
quantity                                                           10.0
unit_price                                                     780.3601
revenue                                                          7803.6
variable_production_cost                                        3810.89
variable_selling_cost                                            585.27
fixed_production_cost                                            273.13
marginal_contribution                                           3407.44
gross_profit                                                    3134.31
opex                                                         831.760095
ebit_before_dep                                             2302.549905
source_factory                                                     CZ01
management_action_count                                               0
management_action_price_uplift_pct                                  0.0
management_action_volume_uplift_pct                                 0.0
management_action_variable_cost_reduction_pct                       0.0
management_action_opex_reduction_pct                                0.0
management_action_revenue_impact                                    0.0
management_action_gross_profit_impact                               0.0
management_action_opex_impact                                       0.0
management_action_ebit_impact                                       0.0
personnel_cost_allocated                                     597.650095
workforce_opening_fte_allocated                                0.085834
workforce_hires_allocated                                      0.000105
workforce_attrition_allocated                                  0.000787
workforce_ending_fte_allocated                                 0.085152
workforce_average_fte_allocated                                0.085493
non_people_opex_before_actions                                   234.11
non_people_opex                                                  234.11
Name: 709, dtype: object>",EXTERNAL,External customer invoice,
2026-08,ES01,Spare Parts,1200_INVENTORY,COGS-2026-08-00709-ES01,cogs,0.0,4410.74,Inventory,-4410.74,Posted GL movement; not an invoice settlement allocation,C032,"<bound method Series.prod of month                                                           2026-08
entity                                                             ES01
division                                                    Spare Parts
customer                                                           C032
customer_segment                                                   Core
product                                                    SP-CON-LUB-P
product_family                                              Consumables
product_subfamily                                       Power & Service
product_type                                     Service Lubricant Pack
quality_tier                                               Professional
generation                                                           G2
strategic_role                                                     Core
quantity                                                           10.0
unit_price                                                     780.3601
revenue                                                          7803.6
variable_production_cost                                        3810.89
variable_selling_cost                                            585.27
fixed_production_cost                                            273.13
marginal_contribution                                           3407.44
gross_profit                                                    3134.31
opex                                                         831.760095
ebit_before_dep                                             2302.549905
source_factory                                                     CZ01
management_action_count                                               0
management_action_price_uplift_pct                                  0.0
management_action_volume_uplift_pct                                 0.0
management_action_variable_cost_reduction_pct                       0.0
management_action_opex_reduction_pct                                0.0
management_action_revenue_impact                                    0.0
management_action_gross_profit_impact                               0.0
management_action_opex_impact                                       0.0
management_action_ebit_impact                                       0.0
personnel_cost_allocated                                     597.650095
workforce_opening_fte_allocated                                0.085834
workforce_hires_allocated                                      0.000105
workforce_attrition_allocated                                  0.000787
workforce_ending_fte_allocated                                 0.085152
workforce_average_fte_allocated                                0.085493
non_people_opex_before_actions                                   234.11
non_people_opex                                                  234.11
Name: 709, dtype: object>",EXTERNAL,Inventory consumption,
2026-08,ES01,Spare Parts,2100_AP,VARSELL-2026-08-00709-ES01,variable_selling,0.0,585.27,Payables,-585.27,Posted GL movement; not an invoice settlement allocation,C032,"<bound method Series.prod of month                                                           2026-08
entity                                                             ES01
division                                                    Spare Parts
customer                                                           C032
customer_segment                                                   Core
product                                                    SP-CON-LUB-P
product_family                                              Consumables
product_subfamily                                       Power & Service
product_type                                     Service Lubricant Pack
quality_tier                                               Professional
generation                                                           G2
strategic_role                                                     Core
quantity                                                           10.0
unit_price                                                     780.3601
revenue                                                          7803.6
variable_production_cost                                        3810.89
variable_selling_cost                                            585.27
fixed_production_cost                                            273.13
marginal_contribution                                           3407.44
gross_profit                                                    3134.31
opex                                                         831.760095
ebit_before_dep                                             2302.549905
source_factory                                                     CZ01
management_action_count                                               0
management_action_price_uplift_pct                                  0.0
management_action_volume_uplift_pct                                 0.0
management_action_variable_cost_reduction_pct                       0.0
management_action_opex_reduction_pct                                0.0
management_action_revenue_impact                                    0.0
management_action_gross_profit_impact                               0.0
management_action_opex_impact                                       0.0
management_action_ebit_impact                                       0.0
personnel_cost_allocated                                     597.650095
workforce_opening_fte_allocated                                0.085834
workforce_hires_allocated                                      0.000105
workforce_attrition_allocated                                  0.000787
workforce_ending_fte_allocated                                 0.085152
workforce_average_fte_allocated                                0.085493
non_people_opex_before_actions                                   234.11
non_people_opex                                                  234.11
Name: 709, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,ES01,Spare Parts,2100_AP,OPEX-2026-08-00709-ES01,opex,0.0,234.11,Payables,-234.11,Posted GL movement; not an invoice settlement allocation,C032,"<bound method Series.prod of month                                                           2026-08
entity                                                             ES01
division                                                    Spare Parts
customer                                                           C032
customer_segment                                                   Core
product                                                    SP-CON-LUB-P
product_family                                              Consumables
product_subfamily                                       Power & Service
product_type                                     Service Lubricant Pack
quality_tier                                               Professional
generation                                                           G2
strategic_role                                                     Core
quantity                                                           10.0
unit_price                                                     780.3601
revenue                                                          7803.6
variable_production_cost                                        3810.89
variable_selling_cost                                            585.27
fixed_production_cost                                            273.13
marginal_contribution                                           3407.44
gross_profit                                                    3134.31
opex                                                         831.760095
ebit_before_dep                                             2302.549905
source_factory                                                     CZ01
management_action_count                                               0
management_action_price_uplift_pct                                  0.0
management_action_volume_uplift_pct                                 0.0
management_action_variable_cost_reduction_pct                       0.0
management_action_opex_reduction_pct                                0.0
management_action_revenue_impact                                    0.0
management_action_gross_profit_impact                               0.0
management_action_opex_impact                                       0.0
management_action_ebit_impact                                       0.0
personnel_cost_allocated                                     597.650095
workforce_opening_fte_allocated                                0.085834
workforce_hires_allocated                                      0.000105
workforce_attrition_allocated                                  0.000787
workforce_ending_fte_allocated                                 0.085152
workforce_average_fte_allocated                                0.085493
non_people_opex_before_actions                                   234.11
non_people_opex                                                  234.11
Name: 709, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,ES01,Spare Parts,1100_AR,SALE-2026-08-00710-ES01,sale,6961.43,0.0,Receivables,6961.43,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                                SP-MOD-IO-E
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                             I/O Board
quality_tier                                             Essential
generation                                               G1 Legacy
strategic_role                                             Harvest
quantity                                                       5.0
unit_price                                               1392.2866
revenue                                                    6961.43
variable_production_cost                                   3920.78
variable_selling_cost                                       563.88
fixed_production_cost                                       231.47
marginal_contribution                                      2476.78
gross_profit                                               2245.31
opex                                                    741.991277
ebit_before_dep                                        1503.318723
source_factory                                                CZ01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                533.151277
workforce_opening_fte_allocated                           0.076571
workforce_hires_allocated                                 0.000094
workforce_attrition_allocated                             0.000702
workforce_ending_fte_allocated                            0.075962
workforce_average_fte_allocated                           0.076267
non_people_opex_before_actions                              208.84
non_people_opex                                             208.84
Name: 710, dtype: object>",EXTERNAL,External customer invoice,
2026-08,ES01,Spare Parts,1200_INVENTORY,COGS-2026-08-00710-ES01,cogs,0.0,4484.43,Inventory,-4484.43,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                                SP-MOD-IO-E
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                             I/O Board
quality_tier                                             Essential
generation                                               G1 Legacy
strategic_role                                             Harvest
quantity                                                       5.0
unit_price                                               1392.2866
revenue                                                    6961.43
variable_production_cost                                   3920.78
variable_selling_cost                                       563.88
fixed_production_cost                                       231.47
marginal_contribution                                      2476.78
gross_profit                                               2245.31
opex                                                    741.991277
ebit_before_dep                                        1503.318723
source_factory                                                CZ01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                533.151277
workforce_opening_fte_allocated                           0.076571
workforce_hires_allocated                                 0.000094
workforce_attrition_allocated                             0.000702
workforce_ending_fte_allocated                            0.075962
workforce_average_fte_allocated                           0.076267
non_people_opex_before_actions                              208.84
non_people_opex                                             208.84
Name: 710, dtype: object>",EXTERNAL,Inventory consumption,
2026-08,ES01,Spare Parts,2100_AP,VARSELL-2026-08-00710-ES01,variable_selling,0.0,563.88,Payables,-563.88,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                                SP-MOD-IO-E
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                             I/O Board
quality_tier                                             Essential
generation                                               G1 Legacy
strategic_role                                             Harvest
quantity                                                       5.0
unit_price                                               1392.2866
revenue                                                    6961.43
variable_production_cost                                   3920.78
variable_selling_cost                                       563.88
fixed_production_cost                                       231.47
marginal_contribution                                      2476.78
gross_profit                                               2245.31
opex                                                    741.991277
ebit_before_dep                                        1503.318723
source_factory                                                CZ01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                533.151277
workforce_opening_fte_allocated                           0.076571
workforce_hires_allocated                                 0.000094
workforce_attrition_allocated                             0.000702
workforce_ending_fte_allocated                            0.075962
workforce_average_fte_allocated                           0.076267
non_people_opex_before_actions                              208.84
non_people_opex                                             208.84
Name: 710, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,ES01,Spare Parts,2100_AP,OPEX-2026-08-00710-ES01,opex,0.0,208.84,Payables,-208.84,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                                SP-MOD-IO-E
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                             I/O Board
quality_tier                                             Essential
generation                                               G1 Legacy
strategic_role                                             Harvest
quantity                                                       5.0
unit_price                                               1392.2866
revenue                                                    6961.43
variable_production_cost                                   3920.78
variable_selling_cost                                       563.88
fixed_production_cost                                       231.47
marginal_contribution                                      2476.78
gross_profit                                               2245.31
opex                                                    741.991277
ebit_before_dep                                        1503.318723
source_factory                                                CZ01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                533.151277
workforce_opening_fte_allocated                           0.076571
workforce_hires_allocated                                 0.000094
workforce_attrition_allocated                             0.000702
workforce_ending_fte_allocated                            0.075962
workforce_average_fte_allocated                           0.076267
non_people_opex_before_actions                              208.84
non_people_opex                                             208.84
Name: 710, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,ES01,Spare Parts,1100_AR,SALE-2026-08-00711-ES01,sale,8956.55,0.0,Receivables,8956.55,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                               SP-MOD-CPU-E
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                       Processor Board
quality_tier                                             Essential
generation                                                      G2
strategic_role                                              Volume
quantity                                                       6.0
unit_price                                               1492.7586
revenue                                                    8956.55
variable_production_cost                                   3433.71
variable_selling_cost                                       725.48
fixed_production_cost                                       297.81
marginal_contribution                                      4797.36
gross_profit                                               4499.56
opex                                                    954.650454
ebit_before_dep                                        3544.909546
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                685.950454
workforce_opening_fte_allocated                           0.098516
workforce_hires_allocated                                 0.000121
workforce_attrition_allocated                             0.000903
workforce_ending_fte_allocated                            0.097733
workforce_average_fte_allocated                           0.098124
non_people_opex_before_actions                               268.7
non_people_opex                                              268.7
Name: 711, dtype: object>",EXTERNAL,External customer invoice,
2026-08,ES01,Spare Parts,1200_INVENTORY,COGS-2026-08-00711-ES01,cogs,0.0,4030.04,Inventory,-4030.04,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                               SP-MOD-CPU-E
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                       Processor Board
quality_tier                                             Essential
generation                                                      G2
strategic_role                                              Volume
quantity                                                       6.0
unit_price                                               1492.7586
revenue                                                    8956.55
variable_production_cost                                   3433.71
variable_selling_cost                                       725.48
fixed_production_cost                                       297.81
marginal_contribution                                      4797.36
gross_profit                                               4499.56
opex                                                    954.650454
ebit_before_dep                                        3544.909546
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                685.950454
workforce_opening_fte_allocated                           0.098516
workforce_hires_allocated                                 0.000121
workforce_attrition_allocated                             0.000903
workforce_ending_fte_allocated                            0.097733
workforce_average_fte_allocated                           0.098124
non_people_opex_before_actions                               268.7
non_people_opex                                              268.7
Name: 711, dtype: object>",EXTERNAL,Inventory consumption,
2026-08,ES01,Spare Parts,2100_AP,VARSELL-2026-08-00711-ES01,variable_selling,0.0,725.48,Payables,-725.48,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                               SP-MOD-CPU-E
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                       Processor Board
quality_tier                                             Essential
generation                                                      G2
strategic_role                                              Volume
quantity                                                       6.0
unit_price                                               1492.7586
revenue                                                    8956.55
variable_production_cost                                   3433.71
variable_selling_cost                                       725.48
fixed_production_cost                                       297.81
marginal_contribution                                      4797.36
gross_profit                                               4499.56
opex                                                    954.650454
ebit_before_dep                                        3544.909546
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                685.950454
workforce_opening_fte_allocated                           0.098516
workforce_hires_allocated                                 0.000121
workforce_attrition_allocated                             0.000903
workforce_ending_fte_allocated                            0.097733
workforce_average_fte_allocated                           0.098124
non_people_opex_before_actions                               268.7
non_people_opex                                              268.7
Name: 711, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,ES01,Spare Parts,2100_AP,OPEX-2026-08-00711-ES01,opex,0.0,268.7,Payables,-268.7,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                               SP-MOD-CPU-E
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                       Processor Board
quality_tier                                             Essential
generation                                                      G2
strategic_role                                              Volume
quantity                                                       6.0
unit_price                                               1492.7586
revenue                                                    8956.55
variable_production_cost                                   3433.71
variable_selling_cost                                       725.48
fixed_production_cost                                       297.81
marginal_contribution                                      4797.36
gross_profit                                               4499.56
opex                                                    954.650454
ebit_before_dep                                        3544.909546
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                685.950454
workforce_opening_fte_allocated                           0.098516
workforce_hires_allocated                                 0.000121
workforce_attrition_allocated                             0.000903
workforce_ending_fte_allocated                            0.097733
workforce_average_fte_allocated                           0.098124
non_people_opex_before_actions                               268.7
non_people_opex                                              268.7
Name: 711, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,ES01,Spare Parts,1100_AR,SALE-2026-08-00712-ES01,sale,5741.38,0.0,Receivables,5741.38,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                               SP-MOD-CPU-P
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                       Processor Board
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       3.0
unit_price                                               1913.7937
revenue                                                    5741.38
variable_production_cost                                   2620.38
variable_selling_cost                                        430.6
fixed_production_cost                                       200.95
marginal_contribution                                       2690.4
gross_profit                                               2489.45
opex                                                    611.951967
ebit_before_dep                                        1877.498033
source_factory                                                CZ01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                439.711967
workforce_opening_fte_allocated                           0.063151
workforce_hires_allocated                                 0.000077
workforce_attrition_allocated                             0.000579
workforce_ending_fte_allocated                            0.062649
workforce_average_fte_allocated                             0.0629
non_people_opex_before_actions                              172.24
non_people_opex                                             172.24
Name: 712, dtype: object>",EXTERNAL,External customer invoice,
2026-08,ES01,Spare Parts,1200_INVENTORY,COGS-2026-08-00712-ES01,cogs,0.0,3047.04,Inventory,-3047.04,Posted GL movement; not an invoice settlement allocation,C033,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                               Spare Parts
customer                                                      C033
customer_segment                                            Growth
product                                               SP-MOD-CPU-P
product_family                                     Control Modules
product_subfamily                                Electronic Boards
product_type                                       Processor Board
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       3.0
unit_price                                               1913.7937
revenue                                                    5741.38
variable_production_cost                                   2620.38
variable_selling_cost                                        430.6
fixed_production_cost                                       200.95
marginal_contribution                                       2690.4
gross_profit                                               2489.45
opex                                                    611.951967
ebit_before_dep                                        1877.498033
source_factory                                                CZ01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                439.711967
workforce_opening_fte_allocated                           0.063151
workforce_hires_allocated                                 0.000077
workforce_attrition_allocated                             0.000579
workforce_ending_fte_allocated                            0.062649
workforce_average_fte_allocated                             0.0629
non_people_opex_before_actions                              172.24
non_people_opex                                             172.24
Name: 712, dtype: object>",EXTERNAL,Inventory consumption,
